MOP	language	text	length	rating_list	mean_rating
MOP4	adger-bad	We all thought him was unhappy.	6	1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 4, 1, 1, 2, 1, 1, 1, 2, 1, 1	1.55
MOP4	adger-bad	Casey wanted to sleep and Marcy tried to do.	9	1, 2, 1, 2, 1, 2, 1, 2, 2, 3, 1, 1, 1, 2, 1, 2, 2, 2, 1, 1	1.55
MOP4	adger-bad	Who did Anna introduce who to?	6	1, 4, 2, 1, 3, 2, 1, 3, 3, 1, 2, 2, 3, 1, 1, 2, 1, 2, 1, 2	1.9
MOP4	adger-bad	The Evan's idea is brilliant.	5	1, 4, 4, 3, 1, 3, 4, 4, 2, 1, 4, 2, 1, 4, 4, 2, 2, 2, 2, 2	2.6
MOP4	adger-bad	The clothes were stole.	4	1, 2, 2, 2, 2, 2, 1, 3, 3, 1, 4, 2, 2, 2, 2, 1, 1, 1, 2, 1	1.85
MOP4	adger-bad	I wondered could we leave early.	6	1, 1, 3, 4, 2, 3, 2, 2, 4, 3, 2, 2, 3, 4, 2, 2, 2, 3, 2, 2	2.45
MOP4	adger-bad	Horses have most been domesticated.	5	1, 3, 3, 3, 1, 1, 3, 4, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1	1.65
MOP4	adger-bad	What did Peter listen to Darren's speech about?	8	2, 2, 2, 2, 1, 2, 2, 4, 1, 2, 2, 3, 3, 3, 3, 1, 1, 1, 1, 2	2.0
MOP4	adger-bad	What Brian believed was him to be omnipotent.	8	1, 2, 2, 1, 3, 1, 2, 2, 3, 2, 2, 2, 1, 1, 1, 1, 1, 2, 2, 1	1.65
MOP4	adger-bad	Ben said he would give the cloak to Lee and give the cloak he did to Lee.	17	2, 3, 1, 3, 2, 2, 2, 2, 2, 3, 4, 2, 2, 1, 1, 3, 2, 2, 2, 1	2.1
MOP4	adger-bad	What did you worry because the lawyer forgot at the office?	11	1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2	1.2
MOP4	adger-bad	Brian intended for to learn magic.	6	1, 4, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 4, 2, 1, 1, 1, 1, 2	1.55
MOP4	adger-bad	Jason wondered whether that the potion was ready.	8	1, 3, 2, 4, 4, 1, 2, 2, 3, 2, 1, 3, 4, 1, 2, 1, 4, 1, 2, 4	2.35
MOP4	adger-bad	I asked who who poisoned?	5	1, 2, 2, 4, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1	1.4
MOP4	adger-bad	The scissors is lost.	4	1, 2, 2, 2, 2, 2, 2, 1, 2, 3, 2, 2, 2, 1, 2, 1, 2, 1, 2, 2	1.8
MOP4	adger-bad	There was him in the garden.	6	1, 4, 1, 1, 1, 2, 2, 4, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 1	1.65
MOP4	adger-bad	Which city did you believe the claim that Philip would visit ?	11	1, 2, 1, 4, 2, 3, 3, 2, 2, 3, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2	1.9
MOP4	adger-bad	Garry failed often calculus exams.	5	1, 2, 2, 1, 3, 2, 4, 1, 2, 1, 1, 2, 1, 2, 2, 1, 2, 1, 2, 2	1.75
MOP4	adger-bad	Burn the letters quickly is the best thing to do.	10	2, 2, 3, 2, 3, 4, 3, 2, 4, 3, 2, 3, 2, 1, 2, 3, 3, 2, 3, 2	2.55
MOP4	adger-bad	Dale might loved Clare.	4	1, 4, 2, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 4, 2, 2, 1, 2, 1, 2	1.7
MOP4	adger-bad	I believed she is pregnant.	5	2, 4, 2, 3, 4, 2, 4, 2, 4, 1, 3, 2, 2, 4, 4, 2, 3, 2, 2, 4	2.8
MOP4	adger-bad	Letter is on the table.	5	2, 2, 4, 4, 1, 1, 4, 3, 4, 3, 3, 4, 3, 2, 3, 2, 3, 2, 2	2.73684210526
MOP4	adger-bad	I wondered who did Nancy poison.	6	1, 4, 3, 2, 3, 2, 1, 2, 2, 4, 4, 1, 2, 4, 3, 3, 2, 3, 2, 3	2.55
MOP4	adger-bad	What was Penny interested in Philip's description of?	8	2, 3, 2, 3, 2, 2, 2, 3, 3, 3, 1, 1, 3, 2, 2, 2, 3, 2, 2, 4	2.35
MOP4	adger-bad	There seems a man to be in the garden.	9	1, 4, 1, 4, 1, 1, 1, 1, 1, 4, 3, 1, 1, 1, 2, 4, 2, 1, 4, 1	1.95
MOP4	adger-bad	Elliot quickly may free the animals.	6	2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 1, 3, 1, 2, 2, 3, 2, 2, 2	2.1
MOP4	adger-bad	What Jason wondered whether was the potion was ready.	9	1, 3, 2, 1, 2, 2, 1, 2, 3, 1, 1, 1, 2, 4, 3, 2, 2, 1, 2, 1	1.85
MOP4	adger-bad	For to do that would be a mistake.	8	2, 2, 2, 2, 2, 1, 4, 3, 2, 2, 1, 1, 3, 2, 3, 3, 3, 2, 2, 1	2.15
MOP4	adger-bad	There was he in the garden.	6	1, 1, 2, 2, 1, 2, 1, 3, 3, 2, 1, 2, 1, 2, 1, 4, 1, 3, 4, 2	1.95
MOP4	adger-good	The therapist's analysis of Morticia was flawed.	7	4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4	3.85
MOP4	adger-good	It stinks that Zeus is omnipotent.	6	3, 3, 4, 3, 4, 2, 2, 3, 4, 3, 2, 4, 4, 4, 3, 3, 3, 3, 3, 3	3.15
MOP4	adger-good	The scissors are lost.	4	4, 4, 4, 4, 4, 4, 4, 2, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.85
MOP4	adger-good	What George may do is seek Isabelle.	7	1, 4, 2, 4, 4, 2, 2, 2, 4, 4, 4, 1, 1, 3, 4, 3, 2, 4, 3, 4	2.9
MOP4	adger-good	I might have been eating dinner.	6	4, 4, 4, 4, 3, 3, 3, 3, 4, 3, 4, 3, 3, 4, 4, 4, 4, 4, 3, 4	3.6
MOP4	adger-good	The old house collapsed.	4	4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.95
MOP4	adger-good	What she thought was that the poison was neutralized.	9	3, 3, 3, 3, 3, 2, 3, 4, 4, 2, 2, 1, 4, 3, 3, 4, 4, 2, 3, 3	2.95
MOP4	adger-good	Three men were killed by the assassin.	7	4, 4, 4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.9
MOP4	adger-good	Peter listened to Darren's speech about investment banks.	8	4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 3, 4	3.85
MOP4	adger-good	Burning the letters quickly is the best thing to do.	10	3, 2, 4, 3, 4, 4, 2, 4, 4, 4, 2, 4, 3, 4, 4, 3, 4, 4, 4, 4	3.5
MOP4	adger-good	Letters are on the table.	5	2, 3, 4, 4, 3, 3, 3, 4, 3, 4, 4, 3, 2, 3, 4, 3, 2, 4, 3, 4	3.25
MOP4	adger-good	Jason has been arguing with Noel.	6	4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 4	3.78947368421
MOP4	adger-good	There was a man in the garden.	7	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0
MOP4	adger-good	Which poet wrote which poem?	5	3, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 2, 3, 4, 3, 2, 3, 3, 4, 4	3.45
MOP4	adger-good	This man needs a taxi.	5	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4	3.95
MOP4	adger-good	Everyone claimed that the wedding was beautiful.	7	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0
MOP4	adger-good	Garry often failed calculus exams.	5	4, 4, 4, 4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4	3.85
MOP4	adger-good	It was obvious that Peter loved Amber.	7	4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4	3.9
MOP4	adger-good	Penny was interested in Philip's description of geometry class.	9	4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4	3.9
MOP4	adger-good	Benjamin said he would run away and run away he will.	11	3, 2, 2, 4, 4, 2, 1, 4, 3, 2, 3, 3, 3, 3, 3, 2, 3, 4, 2, 2	2.75
MOP4	adger-good	There seems to be a man in the garden.	9	3, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4	3.78947368421
MOP4	adger-good	Who did Nancy poison?	4	4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4	3.9
MOP4	adger-good	Ryan did not fly the airplane.	6	4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.89473684211
MOP4	adger-good	The clothes were stolen.	4	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3	3.9
MOP4	adger-good	The man I saw left.	5	3, 3, 3, 4, 3, 4, 3, 3, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4	3.57894736842
MOP4	adger-good	Benjamin said he would run away and run away he did.	11	3, 4, 3, 4, 4, 3, 3, 4, 3, 4, 3, 2, 4, 3, 2, 2, 3, 2, 3, 2	3.05
MOP4	adger-good	I worried after the lawyer forgot his briefcase at the office.	11	3, 1, 3, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 2, 4, 3	3.4
MOP4	adger-good	A book of mine is on the desk.	8	4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 3, 4, 3	3.75
MOP4	adger-good	Melissa seems to be happy.	5	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0
MOP4	adger-good	Casey wanted to sleep and Marcy tried to as well.	10	2, 3, 3, 2, 4, 3, 3, 4, 4, 3, 4, 4, 3, 3, 3, 4, 2, 3, 2	3.10526315789
MOP4	adger-good	Elliot may quickly free the animals.	6	4, 4, 3, 4, 4, 3, 2, 3, 4, 4, 4, 3, 4, 4, 4, 2, 3, 2, 3, 2	3.3
MOP4	adger-good	Who did Anna introduce to whom?	6	4, 4, 2, 2, 1, 2, 4, 3, 4, 4, 3, 3, 4, 1, 3, 3, 2, 4, 2, 3	2.9
MOP4	adger-good	I believed she was pregnant.	5	4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 3, 4, 3, 4	3.75
MOP4	adger-good	Humans love to eat the old pigs.	7	4, 3, 3, 4, 3, 3, 3, 3, 4, 4, 2, 1, 3, 3, 3, 3, 3, 4, 4, 4	3.2
MOP4	adger-good	I believed she might be pregnant.	6	4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 3	3.8
MOP4	adger-good	That Jason had arrived annoyed Mandy.	6	1, 2, 1, 4, 2, 2, 3, 3, 3, 3, 1, 2, 3, 4, 2, 1, 2, 3, 1, 3	2.3
MOP4	adger-good	Julie and Jenny arrived first.	5	4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4	3.9
MOP4	adger-good	That the answer is obvious upset Helen.	7	1, 2, 1, 1, 2, 2, 3, 3, 1, 4, 4, 2, 4, 3, 3, 3, 2, 1, 1, 1	2.2
MOP4	adger-good	For him to do that would be a mistake.	9	3, 3, 4, 4, 4, 4, 3, 3, 4, 4, 4, 3, 4, 3, 4, 3, 4, 3, 4, 4	3.6
MOP4	adger-good	I wondered if we could leave early.	7	4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4	3.9
MOP4	adger-good	Ben said he would give the cloak to Lee and give the cloak to Lee he did.	17	2, 4, 2, 3, 2, 2, 2, 3, 3, 3, 1, 2, 2, 4, 3, 3, 2, 2, 3, 3	2.55
MOP4	adger-good	Benjamin gave it to Lee.	5	4, 3, 4, 3, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3	3.75
MOP4	adger-good	That Peter loved Amber was obvious.	6	1, 1, 4, 2, 3, 3, 2, 3, 4, 3, 4, 4, 3, 3, 2, 2, 3, 4, 3, 2	2.8
MOP4	adger-good	No one expected to win.	5	4, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 3, 4, 4	3.8
MOP4	adger-good	Joe should leave for work on time.	7	4, 4, 4, 3, 1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4	3.63157894737
MOP4	adger-good	There arrived a new actor on the set.	8	1, 4, 3, 3, 2, 1, 2, 2, 4, 3, 3, 2, 3, 2, 3, 3, 3, 3, 3, 1	2.55
MOP4	adger-good	All the horses had escaped.	5	4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 3, 3	3.75
MOP4	adger-good	Jason wondered whether the potion was ready.	7	4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.94736842105
MOP4	adger-good	It seems that Melissa is happy.	6	3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3, 4, 4, 4, 4, 4	3.85
MOP4	adger-good	Which poem did Harry recite ?	5	4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.94736842105
MOP4	adger-good	Brian intended for him to learn magic.	7	2, 4, 4, 3, 4, 3, 4, 4, 4, 2, 3, 4, 4, 4, 4, 3, 4, 4, 2, 2	3.4
MOP4	adger-good	I worried because the lawyer forgot his briefcase at the office.	11	3, 4, 4, 4, 2, 4, 3, 2, 4, 4, 4, 4, 4, 4, 4, 3, 2, 4, 4, 4	3.55
MOP4	adger-good	Benjamin said he ran away and ran away he did.	10	2, 4, 3, 2, 3, 3, 4, 4, 4, 4, 3, 2, 3, 3, 3, 2, 3, 3, 3, 2	3.0
MOP4	adger-good	Who was it obvious that Peter loved?	7	1, 3, 1, 2, 2, 2, 2, 4, 2, 2, 2, 3, 2, 1, 4, 1, 1, 3, 1, 2	2.05
MOP4	adger-good	What Jason wondered was whether the potion was ready.	9	4, 4, 4, 3, 2, 3, 3, 2, 4, 4, 4, 4, 3, 3, 3, 4, 2, 3, 3, 3	3.25
MOP4	adger-good	Most horses have been domesticated.	5	4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4	3.84210526316
MOP4	adger-good	Owners of pigs love to eat truffles.	7	3, 3, 4, 4, 3, 3, 3, 3, 4, 4, 3, 4, 4, 4, 4, 3, 4, 3, 4	3.52631578947
MOP4	adger-good	Laura tried to bathe her children.	6	4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.94736842105
MOP4	adger-good	There is a program about Elephants on channel 4 tonight.	10	4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 3	3.84210526316
MOP4	adger-good	The letters are on the table.	6	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	4.0
MOP4	adger-good	Julie became fond of the book.	6	4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4	3.9
MOP4	adger-good	Genie chanted the prayer.	4	4, 1, 4, 4, 2, 4, 3, 4, 4, 4, 4, 3, 4, 3, 4, 3, 3, 4, 4, 4	3.5
MOP4	adger-good	She tried to leave.	4	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 4, 4	3.89473684211
MOP4	adger-good	Jason wondered whether the potion was ready.	7	4, 3, 4, 4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 3, 4	3.7
MOP4	adger-good	Extremely frantically, Jerry danced at the club.	7	1, 2, 2, 1, 2, 2, 3, 2, 2, 3, 3, 3, 4, 3, 2, 3, 2, 4, 2, 2	2.4
MOP4	adger-good	What Brian tried was to learn magic.	7	3, 2, 3, 3, 3, 3, 3, 3, 4, 3, 1, 3, 3, 2, 2, 2, 4, 4, 3, 2	2.8
MOP4	adger-good	A program about Elephants is on channel 4 tonight.	9	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4	3.95
MOP4	adger-good	The boy was killed by Stan.	6	4, 4, 3, 4, 4, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 4	3.7
MOP4	adger-good	I'd planned to have finished, and finished I have.	9	1, 4, 2, 1, 3, 2, 3, 3, 3, 3, 4, 3, 2, 1, 3, 3, 1, 2, 2, 2	2.4
MOP4	adger-good	That Peter loved Amber seemed to be known by everyone.	10	1, 2, 3, 3, 3, 2, 3, 3, 4, 4, 2, 2, 2, 3, 3, 3, 3, 2, 4, 2	2.7
MOP4	adger-good	George may seek Isabelle.	4	3, 4, 3, 4, 4, 3, 3, 3, 3, 4, 3, 2, 2, 2, 4, 4, 4, 3, 4, 3	3.25
MOP4	adger-good	I believed the claim that Philip would visit the city of Athens.	12	3, 4, 4, 4, 2, 3, 3, 3, 4, 4, 4, 2, 4, 4, 4, 2, 4, 4, 4, 3	3.45
MOP4	adger-good	I wondered who Nancy poisoned.	5	4, 4, 4, 4, 2, 4, 3, 4, 3, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4	3.7
MOP4	adger-good	At the club, Jerry danced extremely frantically.	7	3, 3, 3, 3, 3, 4, 2, 4, 3, 4, 4, 4, 3, 2, 4, 3, 3, 4, 3, 3	3.25
MOP4	adger-good	His analysis of her was flawed.	6	3, 4, 2, 4, 4, 2, 4, 4, 3, 4, 4, 4, 2, 4, 3, 4, 2, 3, 4, 1	3.25
MOP4	adger-good	Ryan has never flown an airplane.	6	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 4	3.9
MOP4	adger-good	Elliot could quickly have freed the animals.	7	2, 4, 4, 3, 4, 3, 2, 3, 4, 3, 4, 4, 3, 2, 2, 4, 4, 4, 2, 4	3.25
MOP4	adger-good	The horses had all escaped.	5	4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 3	3.85
MOP4	adger-good	Evan's idea is brilliant.	4	4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.95
MOP4	adger-good	Which poem did which poet write ?	6	3, 3, 3, 4, 1, 2, 3, 1, 4, 4, 2, 3, 3, 3, 3, 2, 3, 2, 3, 3	2.75
MOP4	adger-good	What Brian intended was for him to learn magic.	9	2, 4, 3, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 3, 4, 3, 1	3.4
MOP4	adger-good	Humans love to eat those pigs.	6	4, 3, 4, 4, 4, 3, 3, 4, 4, 4, 2, 4, 4, 4, 3, 3, 4, 2, 3, 2	3.4
MOP4	adger-good	We believed him to be omnipotent.	6	3, 3, 4, 4, 3, 4, 3, 4, 3, 4, 4, 4, 3, 4, 4, 4, 3, 3, 4, 3	3.55
MOP4	adger-good	I worry if the lawyer forgets his briefcase at the office.	11	2, 3, 3, 3, 3, 2, 2, 2, 4, 3, 3, 2, 2, 3, 3, 4, 3, 4, 2, 2	2.75
MOP4	adger-good	I asked who poisoned who?	5	1, 4, 3, 3, 3, 3, 2, 4, 4, 2, 2, 3, 2, 3, 3, 4, 3, 2, 2, 2	2.75
MOP4	adger-good	We all thought he was unhappy.	6	4, 4, 3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4	3.85
MOP4	adger-good	I expected there to be a problem.	7	3, 4, 3, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4	3.75
MOP4	adger-good	What did Peter listen to a speech about?	8	4, 3, 3, 2, 4, 3, 1, 4, 4, 4, 3, 2, 4, 1, 4, 2, 2, 3	2.94444444444
MOP4	adger-good	She has kissed her.	4	4, 4, 2, 4, 4, 3, 3, 2, 3, 4, 4, 4, 2, 2, 3, 2, 4, 2, 4, 2	3.1
MOP4	adger-good	Genie bought the mirror.	4	4, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4	3.85
MOP4	adger-good	Humans love to eat pigs.	5	4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 2, 4, 4, 3, 4, 4, 4, 4, 4, 2	3.7
