MOP	language	text	length	rating_list	mean_rating
MOP4	en	Si dos o más países de la igualdad de medallas , en orden alfabético .	13	2, 1, 2, 3, 1, 2, 3, 1, 1, 3, 1, 1, 1, 2, 1	1.66666666667
MOP4	en	Mariana ganó el primer lugar en sus respectivas carrera con un tiempo de 38.491 segundos .	15	3, 4, 3, 4, 3, 3, 3, 1, 2, 3, 3, 4, 4, 3, 3	3.06666666667
MOP4	en	Con datos de 2005 , la sustitución del reactor OPAL se está construyendo en un sitio adyacente .	16	4, 3, 2, 4, 2, 3, 4, 4, 4, 2, 3, 3, 3, 3	3.14285714286
MOP4	en	Recientemente, el gobierno de Moscú anunció planes para una reconstrucción a gran escala del famoso monasterio .	16	2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.85714285714
MOP4	en	" ' Honda de Canadá " es la división canadiense de Honda Motor Company .	11	4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4	3.86666666667
MOP4	en	Se retiró de la política activa en 2002 .	8	4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3	3.92307692308
MOP4	en	Otros testigos de esta tradición son Ireneo , Clemente de Alejandría y Tertuliano .	12	3, 4, 4, 4, 4, 2, 3, 4, 4, 4, 4, 4, 3, 3, 4	3.6
MOP4	en	En 1934 una nueva Constitución fue promulgada sistema presidencial que entró en vigencia plena hasta 1942 .	16	3, 2, 2, 2, 3, 3, 4, 3, 2, 2, 3, 2, 3, 2	2.57142857143
MOP4	en	Según el censo de 2010, había 423 personas que residían en la ciudad de Empire .	15	4, 2, 4, 4, 4, 3, 4, 4, 4, 4, 3, 3, 4, 4, 3, 4	3.625
MOP4	en	La ciudad creció hacia el oeste y al sur , con la ciudadela como centro administrativo .	15	3, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.875
MOP4	en	Fue ascendido al grado de general por su legislatura .	9	3, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 3, 4, 4, 4	3.73333333333
MOP4	en	Desde entonces , Disturbing Tha Peace mantuvo con otra estrella en ascenso de R & B, Bobby Valentino , que obtuvo un gran éxito con el single " Slow Down" .	25	3, 2, 1, 2, 3, 3, 1, 3, 3, 4, 2, 2, 3, 1	2.35714285714
MOP4	en	En el Censo de 2010 tenía una población de 1.782 habitantes y una densidad poblacional de 398,86 personas por km ² .	20	4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 4	3.81818181818
MOP4	en	También ejerce con unidades del Ejército Argentino , el Comerciante Prefectura Naval Argentina y la Argentina .	15	3, 3, 2, 3, 2, 3, 2, 4, 1, 2, 3, 3, 3, 2	2.57142857143
MOP4	en	Se trata de un tipo de piedra a base de virus y plagas con un " " ADN selectiva Progenitor del filósofo .	20	2, 2, 1, 2, 1, 1, 3, 2, 1, 2, 3, 1, 1	1.69230769231
MOP4	en	La estructura musical subyacente es un Abbaa casi invariable , con las primeras y últimas secciones que comparten la misma letra .	19	2, 2, 4, 2, 3, 4, 4, 4, 4, 1, 3, 4, 3, 3, 2	3.0
MOP4	en	Sallis alcanzó un gran éxito cuando , en 1989 , dijo Wallace , el inventor excéntrico en Aardman Animations Wallace y Gromit : A Grand Day Out .	22	3, 4, 1, 1, 1, 1, 1, 1, 2, 1, 2, 3, 2, 2	1.78571428571
MOP4	en	Él nació en 1787 de la Tercera Edad del Sol y es el hijo del rey Calimehtar .	16	3, 4, 1, 3, 4, 3, 4, 4, 4, 4, 4, 3, 1, 3	3.21428571429
MOP4	en	Prionispa sinica es una especie de la familia Chrysomelidae escarabajo bug .	11	3, 2, 3, 3, 3, 1, 3, 4, 2, 2, 2, 3, 4, 1	2.57142857143
MOP4	en	Además, se han encontrado algunos punzones, espátulas o anillos de hueso , aunque este material se utiliza cada vez menos frecuente en el territorio .	23	4, 3, 4, 4, 4, 4, 4, 4, 2, 2, 4, 3, 3, 3	3.42857142857
MOP4	en	Se celebra el domingo , es muy concurrido por los lugareños y personas del estado de Querétaro .	16	4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 2, 3, 4	3.64285714286
MOP4	en	Cossio actuó en la película " No se lo digas a nadie", en 1998 .	13	3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4	3.84615384615
MOP4	en	Lozano , a través de un fotógrafo, se acercó para posar para Playboy .	12	4, 4, 4, 4, 2, 4, 4, 4, 3, 4, 3, 4, 2, 3	3.5
MOP4	en	El hospital se dedicaba a cantar boleros , leer novelas y obras de teatro también hechas .	15	3, 2, 1, 1, 1, 3, 1, 3, 3, 1, 2, 3, 3, 2	2.07142857143
MOP4	en	Por lo tanto , llegó a ocupar la presidencia del Grupo de Exportadores de Aceitunas .	14	3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4	3.92857142857
MOP4	en	El día 23 , San Julián y Bracho depusieron sus armas en San Luis de la Paz .	16	3, 4, 4, 4, 3, 3, 4, 4, 3, 3, 4, 3, 3, 4, 3, 4	3.5
MOP4	en	Condado de Wayne y The Backstreet Boys juegan a menudo en el CBGB y Max ' s Kansas City, donde el Condado era también DJ .	24	3, 1, 2, 3, 2, 3, 2, 1, 1, 2, 1	1.90909090909
MOP4	en	Al día siguiente , Bart recibe tratamiento y se disculpa con Lisa por su comportamiento de anoche , y de arruinar su negocio .	21	3, 3, 4, 2, 4, 3, 4, 4, 4, 4, 3, 3	3.41666666667
MOP4	en	Se ha considerado que es posible que todas las aves modernas descienden específicamente similar a " Gansus " ave semi- acuático .	19	2, 4, 2, 3, 2, 2, 3, 2, 3, 2, 3, 4, 2, 2	2.57142857143
MOP4	en	Klingens Martijn es un programador holandés conocido por sus contribuciones a la comunidad del software libre y , en particular, el proyecto KDE .	22	2, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4	3.71428571429
MOP4	en	Los varones tenían una renta mediana de $ 30.274 frente a 24.118 USD para las mujeres .	15	3, 4, 4, 4, 4, 3, 3, 3, 3, 3, 4, 4, 3, 3, 3	3.4
MOP4	en	Jackson usaría un coro Gospel de nuevo varios años después de su éxito " Will You Be There" .	16	3, 4, 4, 3, 3, 4, 1, 4, 4, 3, 4, 4, 4, 4	3.5
MOP4	en	Su estimado en 2010 por el Instituto Brasileño de Geografía y Estadística de población ( IBGE ) fue 5.508 habitantes .	18	3, 1, 3, 4, 3, 4, 4, 1, 4, 3, 3, 4, 3	3.07692307692
MOP4	en	Se creía que era un requisito previo para el ritual de iniciación de las brujas , y continuó las celebraciones del aquelarre .	21	2, 3, 2, 2, 3, 4, 4, 3, 4, 3, 3, 4, 2, 3	3.0
MOP4	en	Cirrhilabrus temminckii es una especie de peces de la familia Labridae en el orden Perciformes .	15	3, 4, 4, 4, 4, 2, 4, 4, 2, 4, 4, 2, 3, 3	3.35714285714
MOP4	en	De hecho , Ahura Mazda es venerado no sólo por los persas en el núcleo imperial .	15	3, 4, 3, 4, 3, 4, 4, 4, 1, 3, 3, 3, 2, 4, 4, 1	3.125
MOP4	en	Meisel se observa como el descubridor y promotor de muchas supermodelos .	11	2, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 2, 4, 4	3.66666666667
MOP4	en	Y de ahí salen los dos sentidos del concepto de experiencia .	11	4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3	3.71428571429
MOP4	en	Es una ciudad interior entre un valle y unos pocos kilómetros , sólo ocho de las playas de la Costa del Azahar .	21	4, 2, 2, 1, 2, 3, 3, 2, 4, 2, 3, 2, 2, 2	2.42857142857
MOP4	en	Sweet & Coffee café elaborado cerveza vendidas, otras bebidas, dulces y postres fríos y calientes , así como su propia marca de café que hacen .	23	3, 2, 1, 2, 1, 2, 2, 1, 2, 3, 3, 4, 1, 2	2.07142857143
MOP4	en	Florece a finales de otoño o principios de invierno .	9	2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3	3.78571428571
MOP4	en	Platos similares son el " Kugel " alemán y " babka " papa bielorruso .	10	2, 3, 3, 3, 3, 2, 3, 3, 2, 4, 3, 1, 3, 3, 3	2.73333333333
MOP4	en	08 de diciembre según la hora estándar japonés , marcado por los barcos de la " Kido Butai " ) , con el ataque a Kaneohe .	21	3, 1, 3, 1, 2, 2, 4, 3, 3, 2, 3, 2, 2, 2, 2	2.33333333333
MOP4	en	En el Sur es más difícil de determinar .	8	4, 2, 4, 4, 3, 4, 4, 3, 3, 4, 4, 3, 4, 2	3.42857142857
MOP4	en	Es el trabajo de talleres de Zaragoza Nogués .	8	3, 3, 4, 3, 4, 3, 3, 4, 4, 4, 3, 4, 4, 3, 2	3.4
MOP4	en	Para llevar a cabo sus funciones es ayudado por las siguientes unidades o entidades : Cuerpos Subsidiarios en la administración de justicia .	21	4, 3, 3, 3, 4, 4, 4, 3, 4, 4, 4, 3, 3, 3, 2	3.4
MOP4	en	La vigilancia ha dejado de ser una mera tecnología militar y la policía controlar a convertirse en una forma de entretenimiento .	21	2, 2, 2, 2, 1, 2, 3, 2, 2, 3, 2, 2, 2, 2	2.07142857143
MOP4	en	Decidió dejar los tres puestos de trabajo y trabajar a tiempo completo la apertura de una galería de arte con un amigo .	22	3, 3, 4, 4, 3, 4, 4, 2, 4, 3, 3, 4, 3, 3, 3	3.33333333333
MOP4	en	La mayoría de los motivos se eligieron paisajes, puestas de sol , amaneceres y esculturas .	14	2, 2, 3, 3, 2, 3, 4, 2, 2, 2, 2, 3, 3, 1, 3	2.46666666667
MOP4	en	Las comidas panyabis son ricos en calorías , esto se debe a que su dieta es necesario el uso de energía para trabajar los campos .	24	2, 3, 1, 2, 3, 2, 2, 2, 3, 2, 2, 3, 4, 2, 3	2.4
MOP4	zh	Está representada por sus tres hijos , y nietos y bisnietos sobrevivió .	11	1, 3, 2, 2, 2, 1, 1, 2, 1, 2, 3, 2, 2, 1	1.78571428571
MOP4	zh	Por los servicios prestados, el Papa Gregorio y le concedieron la Orden de Carlos III de España honorarios .	18	2, 2, 2, 3, 2, 3, 2, 2, 1, 1, 2, 3, 2, 2, 1	2.0
MOP4	zh	Impacto positivo en el desarrollo de la pediatría en la Península Ibérica .	12	4, 4, 3, 3, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 3	3.6875
MOP4	zh	Ejecutar ningún efecto especial , además de la película brevemente en una escena termina .	13	3, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 2, 1	1.46153846154
MOP4	zh	Los hombres pueden llegar a 790 cm, la longitud total .	10	3, 3, 2, 1, 2, 1, 2, 2, 2, 3, 1, 3, 1	2.0
MOP4	zh	El ataque marcó el movimiento comenzó desde Beijing a Tíbet en la República Popular de China .	16	2, 3, 1, 2, 2, 3, 2, 3, 3, 4, 1, 2, 3, 3, 3	2.46666666667
MOP4	zh	Su olor dulce que recuerda a heno recién cortado , y desde 1882 se ha utilizado como una naturaleza y por lo tanto algo de perfume .	25	2, 2, 2, 1, 1, 3, 3, 1, 1, 3, 2	1.90909090909
MOP4	zh	a propósito hackspace es concentrar los recursos y conocimientos para promover la investigación y el desarrollo .	16	3, 3, 3, 2, 3, 3, 3, 4, 4, 3, 3, 4, 3, 3	3.14285714286
MOP4	zh	Actualmente , todos los grupos de trabajo se concentran en la empresa , y ya no sirven como el Grupo .	18	2, 3, 3, 3, 2, 3, 3, 1, 4, 3, 3, 4, 3	2.84615384615
MOP4	zh	Para lograr esta tarea , el alcalde Mariano de Vedia Ÿ Mitt decidió desmontar Iglesia de San Nicolás .	16	3, 2, 2, 3, 3, 4, 4, 1, 3, 2, 2, 4, 4	2.84615384615
MOP4	zh	El único álbum de sellos , tomó el lechón país integrado , vamos a extranjeros viven , nunca lanzado oficialmente a la venta .	18	3, 3, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 3, 2	1.71428571429
MOP4	zh	El ingreso per cápita para la ciudad era $ 24.441 .	9	2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4	3.8
MOP4	zh	Los misterios dolorosos del Rosario Iglesia Católica forma parte de la oración .	12	4, 3, 2, 4, 1, 1, 4, 3, 2, 2, 2, 2, 4, 1, 3	2.53333333333
MOP4	zh	En agosto de 2011 , regresó a Argentina en enero de 2012 , pasó PATRONATO del Athletic Club de juego Chacarita Paraná Juventud .	21	1, 3, 2, 3, 1, 2, 3, 3, 1, 1, 1, 2, 1, 1, 1	1.73333333333
MOP4	zh	Este es el Congreso de EE.UU. en apoyo de la elección limitada de Chile sobre los resultados electorales en la década de 1965 .	23	3, 4, 3, 3, 1, 2, 4, 2, 2, 2, 4, 4, 3, 2, 3	2.8
MOP4	zh	Convención Constituyente Libre y Soberano de México declaró que "los ciudadanos del Estado de México . "	14	2, 2, 1, 2, 1, 4, 3, 1, 4, 2, 2, 3, 3, 1, 1	2.13333333333
MOP4	zh	Kimberly - Clark Township ( Inglés : " Kimberly - Clark Township" ) es un municipio en el condado de Aitkin , Minnesota , Estados Unidos .	18	3, 4, 4, 4, 4, 4, 4, 4, 3, 4, 2, 4, 4, 4, 3	3.66666666667
MOP4	zh	Formuló el alcance general de la operación , se inspira en la organización en general .	14	4, 3, 3, 4, 3, 3, 3, 1, 2, 3, 4, 3, 2, 2	2.85714285714
MOP4	zh	La radiación puede distinguir entre diferentes longitudes de onda .	9	3, 4, 4, 4, 4, 4, 4, 3, 3, 3, 4, 3, 4, 4, 4, 4	3.6875
MOP4	zh	Miss Universo 2007 Riyo evento , celebrado en la Ciudad de México durante los 28 de mayo de 2007 ganó el título .	21	3, 2, 2, 1, 1, 2, 4, 1, 1, 2, 2, 3, 2, 2, 2	2.0
MOP4	zh	Recorrieron el año antes de regresar a estudiar .	8	2, 3, 3, 2, 2, 2, 2, 4, 3, 4, 2, 2	2.58333333333
MOP4	zh	Las primeras versiones de Rubén Darío para escribir el poema en 2008 .	12	3, 2, 4, 2, 4, 3, 3, 4, 3, 4, 3, 2, 1, 1, 2	2.73333333333
MOP4	zh	1.78 % de la población total eran hispánicos o Latino de cualquier raza .	12	3, 4, 4, 3, 4, 4, 2, 3, 2, 2, 4, 3, 4, 3, 4, 3	3.25
MOP4	zh	1888 Ignacio Escobar , el periódico dijo que el nuevo propietario , que se vende al gobierno italiano , que estableció el edificio de la embajada .	23	3, 1, 3, 1, 1, 2, 1, 1, 1, 2, 3, 3, 2, 1, 1	1.73333333333
MOP4	zh	El invierno es la gente común de fusión de la nieve .	11	3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1	1.2
MOP4	zh	Los pisos tienen diferentes superficies de distribucción detallada en la siguiente tabla:	12	3, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 4, 3, 4, 3	3.6
MOP4	zh	Nuestros escritores que viven en Colonia Emma Godoy señala .	9	4, 3, 2, 2, 2, 3, 1, 2, 2, 3, 2, 3	2.41666666667
MOP4	zh	Sporting Campomaiorense de la ciudad portuguesa de Campo Maior club de fútbol en la región de Portalegre .	17	2, 2, 1, 3, 3, 1, 4, 3, 1, 2, 3, 1, 1, 2, 1	2.0
MOP4	zh	Además del Romano Pontífice , desde el principio ha sido la de apoyar , las autoridades católicas de diferentes etiquetas de Madrid, D Obispo	22	4, 1, 1, 3, 1, 3, 1, 2, 3, 2, 3, 3, 2, 1	2.14285714286
MOP4	zh	Lanza ordenó el bombardeo de la nave en el puerto de la ciudad , eran 600 las víctimas civiles .	18	3, 3, 1, 3, 3, 3, 1, 4, 2, 2, 3, 4, 4, 4, 3	2.86666666667
MOP4	zh	Suelos de esquistos ricos locales (200-1000 metros) del sotobosque de selva tropical .	11	3, 1, 4, 3, 2, 4, 3, 2, 1, 2, 3, 1, 3, 2, 1	2.33333333333
MOP4	zh	Codo Jones rompió la cara de Vera en tres partes .	10	3, 2, 4, 4, 3, 4, 1, 4, 4, 4, 2, 3	3.16666666667
MOP4	zh	Es el jugador más grande en el 2008 el número de canciones cristianas contemporáneas sobre la estación de metro de 14o .	21	2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 3, 1, 1, 1	1.33333333333
MOP4	zh	Ellos están usando actualmente para cambiar su nombre en 1993 .	10	3, 2, 2, 1, 1, 3, 2, 1, 3, 3, 1, 2, 1, 1	1.85714285714
MOP4	zh	Duke es el nieto , su madre (Isabel Borja ) a San Francisco de Borja ( Jesuitas tres general) .	15	2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1	1.33333333333
MOP4	zh	El progreso es evidente en Austria, obligándolos a abandonar Cerdeña Borgomanero al pie de los Alpes .	16	3, 4, 3, 4, 4, 3, 4, 3, 4, 4, 2, 3, 3, 2	3.28571428571
MOP4	zh	Imperio Romano de Occidente , después de que se convirtió en una próspera ciudad caída , se resta dominio Lombardo .	18	2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 2, 3, 2	1.57142857143
MOP4	zh	Ingresó en la carrera militar joven , y obtener el grado de coronel .	12	3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2	2.21428571429
MOP4	zh	1.69 % de la población total eran hispánicos o Latino de cualquier raza .	12	2, 3, 4, 3, 4, 4, 3, 2, 3, 3, 3, 2, 4, 4, 4	3.2
MOP4	zh	Sheona eatro aprender el arte de la música , de la Universidad de Victoria en Melbourne .	15	2, 1, 1, 2, 3, 1, 1, 4, 3, 1, 2, 1, 2, 4, 1	1.93333333333
MOP4	zh	Sheila Whiteley cree que el mercurio ha llegado a un punto de inflexión en su vida personal , en 1975 .	19	3, 1, 2, 3, 4, 2, 3, 4, 2, 4, 3, 1, 4, 2, 2, 2	2.625
MOP4	zh	Ordovícico y Silúrico esquisto arenisca y luego cayeron en el pliegue valle ( las piezas) .	14	1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 2, 1	1.42857142857
MOP4	zh	Carretera del Oeste es una de las cuatro carreteras importantes en Belice .	12	3, 4, 4, 3, 3, 3, 4, 4, 4, 3, 4, 3, 3, 4	3.5
